,date,likes,reposts,views,comments,attachments,text
190030,1710691380,497,121,14707,1,1,"18 марта, рак"
190027,1710687780,326,148,12044,14,1,"18 марта, лев"
190022,1710684180,518,123,13488,2,1,"18 марта, дева"
190018,1710680580,404,66,12511,3,1,"18 марта, весы"
190014,1710676980,378,182,15458,3,1,"18 марта, скорпион"
190012,1710673380,207,58,9991,1,1,"18 марта, стрелец"
190009,1710669780,384,37,9984,1,1,"18 марта, козерог"
190007,1710666180,314,114,9547,2,1,"18 марта, водолей"
190004,1710662580,528,94,9996,3,1,"18 марта, рыбы"
189977,1710615780,937,212,18540,4,1,"17 марта, овен"
189976,1710612180,194,70,10350,2,1,"17 марта, телец"
189972,1710608580,468,70,10787,1,1,"17 марта, близнецы"
189970,1710604980,550,139,14534,0,1,"17 марта, рак"
189967,1710601380,498,95,10167,4,1,"17 марта, лев"
189966,1710597780,464,50,10750,0,1,"17 марта, дева"
189963,1710594180,449,82,10048,1,1,"17 марта, весы"
189961,1710590580,316,55,9335,0,1,"17 марта, скорпион"
189959,1710586980,362,73,12610,3,1,"17 марта, стрелец"
189954,1710583380,454,118,13243,4,1,"17 марта, козерог"
189949,1710579781,441,119,10336,5,1,"17 марта, водолей"
189947,1710576180,619,122,13867,1,1,"17 марта, рыбы"
189926,1710554580,991,128,18984,0,1,"16 марта, овен"
189919,1710550980,913,135,18164,8,1,"16 марта, телец"
189917,1710547380,287,44,11557,3,1,"16 марта, близнецы"
189916,1710543780,381,57,9340,3,1,"16 марта, рак"
189915,1710540180,198,29,8110,1,1,"16 марта, лев"
189913,1710536580,300,102,9546,1,1,"16 марта, дева"
189911,1710532980,464,75,10873,3,1,"16 марта, весы"
189907,1710529380,447,95,11855,1,1,"16 марта, скорпион"
189904,1710525780,2221,317,32166,10,1,"16 марта, стрелец"
189902,1710522180,545,154,12196,2,1,"16 марта, козерог"
189899,1710518580,593,128,14045,1,1,"16 марта, водолей"
189885,1710516474,326,83,8225,2,1,"16 марта, рыбы"
189840,1710442980,3927,412,53710,21,1,"15 марта, овен"
189837,1710439380,3085,737,59614,3,1,"15 марта, телец"
189834,1710435780,831,123,14800,2,1,"15 марта, близнецы"
189832,1710432180,741,146,15091,4,1,"15 марта, рак"
189831,1710428580,670,208,12503,0,1,"15 марта, лев"
189827,1710424980,620,115,13148,2,1,"15 марта, дева"
189819,1710421380,634,112,14313,0,1,"15 марта, весы"
189814,1710417780,340,71,12152,4,1,"15 марта, скорпион"
189806,1710414180,711,139,12416,1,1,"15 марта, стрелец"
189799,1710410580,379,85,12264,1,1,"15 марта, козерог"
189787,1710406980,1399,262,24876,9,1,"15 марта, водолей"
189781,1710403380,460,126,10597,3,1,"15 марта, рыбы"
189742,1710352980,2063,369,29896,12,1,"14 марта, овен"
189738,1710349380,1992,516,39757,12,1,"14 марта, телец"
189730,1710345780,353,123,12922,4,1,"14 марта, близнецы"
189727,1710342180,275,67,9927,1,1,"14 марта, рак"
189725,1710338580,275,54,8800,3,1,"14 марта, лев"
189723,1710334980,259,101,10326,2,1,"14 марта, дева"
189721,1710331380,459,64,10457,1,1,"14 марта, весы"
189715,1710327780,399,92,9410,1,1,"14 марта, скорпион"
189708,1710324180,330,101,9584,4,1,"14 марта, стрелец"
189703,1710320580,428,135,11700,8,1,"14 марта, козерог"
189694,1710316920,371,70,9886,1,1,"14 марта, водолей"
189679,1710313407,1676,335,29158,25,1,"14 марта, рыбы"
189670,1710273780,617,132,20851,9,1,"13 марта, овен"
189667,1710270180,817,185,17955,1,1,"13 марта, телец"
189664,1710266580,2727,477,41070,2,1,"13 марта, близнецы"
189660,1710262980,593,132,17836,2,1,"13 марта, рак"
189657,1710259380,371,100,11087,0,1,"13 марта, лев"
189646,1710255780,2215,328,29796,3,1,"13 марта, дева"
189635,1710252180,231,72,11651,8,1,"13 марта, весы"
189632,1710248580,239,60,8404,3,1,"13 марта, скорпион"
189623,1710244980,472,90,13927,14,1,"13 марта, стрелец"
189613,1710241380,366,104,13133,5,1,"13 марта, козерог"
189602,1710237780,310,107,9584,1,1,"13 марта, водолей"
189599,1710234180,2857,590,47330,6,1,"13 марта, рыбы"
189543,1710183780,2965,315,74539,16,1,"12 марта, овен"
189537,1710180180,2006,199,31683,21,1,"12 марта, телец"
189536,1710176580,1150,289,20546,0,1,"12 марта, близнецы"
189532,1710172980,440,101,11432,2,1,"12 марта, рак"
189529,1710169380,3169,720,53626,6,1,"12 марта, лев"
189521,1710165780,2530,492,38989,2,1,"12 марта, дева"
189520,1710162180,533,106,21671,4,1,"12 марта, весы"
189516,1710158580,319,95,9207,1,1,"12 марта, скорпион"
189513,1710154980,615,104,11774,1,1,"12 марта, стрелец"
189509,1710151380,472,147,11908,0,1,"12 марта, козерог"
189506,1710147780,546,94,11803,2,1,"12 марта, водолей"
189500,1710144180,417,107,11038,0,1,"12 марта, рыбы"
189472,1710093840,2495,380,34391,2,1,"10 марта, овен"
189466,1710090240,1903,282,29049,6,1,"10 марта, телец"
189459,1710086640,2421,461,34752,9,1,"10 марта, близнецы"
189455,1710083040,774,193,17592,0,1,"10 марта, рак"
189448,1710079440,633,136,13203,6,1,"10 марта, лев"
189443,1710075840,710,83,12609,5,1,"10 марта, дева"
189427,1710072240,487,54,10761,3,1,"10 марта, весы"
189417,1710068640,579,70,10646,6,1,"10 марта, скорпион"
189411,1710065040,408,68,11953,0,1,"10 марта, стрелец"
189402,1710061440,442,90,9555,3,1,"10 марта, козерог"
189372,1710057840,4522,691,62459,14,1,"10 марта, водолей"
189352,1710054240,492,59,11849,4,1,"10 марта, рыбы"
189314,1710011040,2327,251,34983,14,1,"11 марта, овен"
189312,1710007440,1235,116,19148,5,1,"11 марта, телец"
189310,1710003840,525,108,13344,3,1,"11 марта, близнецы"
189307,1710000240,483,107,12340,3,1,"11 марта, рак"
189295,1709996640,363,113,10787,13,1,"11 марта, лев"
189290,1709993040,601,96,11962,0,1,"11 марта, дева"
189286,1709989440,558,171,13508,3,1,"11 марта, весы"
189283,1709985840,1066,125,21870,8,1,"11 марта, скорпион"
189277,1709982240,270,68,8389,0,1,"11 марта, стрелец"
189274,1709978640,200,29,7798,0,1,"11 марта, козерог"
189269,1709975040,2565,388,38820,3,1,"11 марта, водолей"
189267,1709971440,183,153,11426,3,1,"11 марта, рыбы"
189222,1709924580,2224,301,50969,140,1,"9 марта, овен"
189218,1709920980,523,80,14981,6,1,"9 марта, телец"
189216,1709917380,283,62,9777,0,1,"9 марта, близнецы"
189213,1709913780,442,102,10765,4,1,"9 марта, рак"
189210,1709910180,454,159,13522,0,1,"9 марта, лев"
189204,1709906582,753,122,21391,7,1,"9 марта, дева"
189201,1709902980,254,30,8207,3,1,"9 марта, весы"
189197,1709899380,575,80,11775,3,1,"9 марта, скорпион"
189189,1709895780,203,31,7824,3,1,"9 марта, стрелец"
189183,1709892180,466,63,10740,4,1,"9 марта, козерог"
189180,1709888580,337,88,11344,4,1,"9 марта, водолей"
189178,1709884980,365,70,9491,2,1,"9 марта, рыбы"
189167,1709838180,1183,139,19420,1,1,"8 марта, овен"
189164,1709834580,2400,368,43106,4,1,"8 марта, телец"
189162,1709830980,355,91,10530,0,1,"8 марта, близнецы"
189160,1709827380,518,81,12981,1,1,"8 марта, рак"
189155,1709823780,799,162,14298,3,1,"8 марта, лев"
189148,1709820180,541,85,13687,3,1,"8 марта, дева"
189138,1709816580,560,69,16162,13,1,"8 марта, весы"
189134,1709812980,239,42,8926,5,1,"8 марта, скорпион"
189132,1709809380,260,45,8367,1,1,"8 марта, стрелец"
189127,1709805780,425,87,9725,0,1,"8 марта, козерог"
189123,1709802180,446,124,10406,3,1,"8 марта, водолей"
189118,1709798580,336,62,10200,4,1,"8 марта, рыбы"
189077,1709748180,965,168,20943,4,1,"7 марта, телец"
189075,1709744580,2044,252,28060,4,1,"7 марта, близнецы"
189074,1709740980,248,77,9957,0,1,"7 марта, рак"
189070,1709737380,405,163,9887,2,1,"7 марта, лев"
189062,1709733780,454,107,11272,4,1,"7 марта, дева"
189058,1709730180,642,115,13781,5,1,"7 марта, весы"
189055,1709726580,194,358,22329,5,1,"7 марта, скорпион"
189053,1709722980,1771,247,32029,3,1,"7 марта, стрелец"
189052,1709719380,396,111,10348,1,1,"7 марта, козерог"
189050,1709715782,399,138,9816,1,1,"7 марта, водолей"
189049,1709712180,1351,328,32632,1,1,"7 марта, рыбы"
189028,1709665380,581,141,12416,1,1,"6 марта, овен"
189025,1709661780,655,136,15878,1,1,"6 марта, телец"
189021,1709658180,1194,359,26625,5,1,"6 марта, близнецы"
189019,1709654580,1950,191,35124,8,1,"6 марта, рак"
189015,1709650980,270,86,9783,2,1,"6 марта, лев"
189013,1709647380,365,52,10115,1,1,"6 марта, дева"
189009,1709643780,250,46,8719,1,1,"6 марта, весы"
189006,1709640180,379,76,13479,0,1,"6 марта, скорпион"
189001,1709636580,256,42,12728,2,1,"6 марта, стрелец"
188998,1709632980,289,63,7678,1,1,"6 марта, козерог"
188995,1709629380,4405,490,64925,1,1,"6 марта, водолей"
188992,1709625780,137,47,8459,0,1,"6 марта, рыбы"
188971,1709578980,1495,180,29109,0,1,"5 марта, овен"
188967,1709575380,1455,240,19115,6,1,"5 марта, телец"
188963,1709571780,471,151,11180,1,1,"5 марта, близнецы"
188961,1709568180,288,87,7538,3,1,"5 марта, рак"
188960,1709564580,14658,1388,196075,35,1,"5 марта, лев"
188959,1709560980,1852,757,50501,6,1,"5 марта, дева"
188956,1709557380,338,140,13245,4,1,"5 марта, весы"
188947,1709553780,367,73,14350,4,1,"5 марта, скорпион"
188946,1709550180,376,74,10210,1,1,"5 марта, стрелец"
188943,1709546580,745,101,18280,4,1,"5 марта, козерог"
188938,1709542980,301,83,8327,0,1,"5 марта, водолей"
188937,1709539380,1319,213,20672,1,1,"5 марта, рыбы"
188886,1709488980,951,144,16727,0,1,"4 марта, овен"
188883,1709485380,652,68,13428,2,1,"4 марта, телец"
188882,1709481780,389,136,10535,31,1,"4 марта, близнецы"
188880,1709478180,277,58,10138,3,1,"4 марта, рак"
188870,1709474580,444,99,11341,1,1,"4 марта, лев"
188868,1709470980,475,162,10366,2,1,"4 марта, дева"
188863,1709467380,403,77,10902,2,1,"4 марта, весы"
188858,1709463780,339,67,9260,3,1,"4 марта, скорпион"
188856,1709460300,871,233,17941,1,1,"4 марта, стрелец"
188853,1709456777,156,155,7918,0,5,vk.me/spycrushbot
188852,1709456450,245,82,8098,3,1,"4 марта, козерог"
188843,1709452980,576,155,13376,3,1,"4 марта, водолей"
188841,1709449380,2259,509,36297,5,1,"4 марта, рыбы"
188830,1709406180,2921,385,40866,5,1,"3 марта, овен"
188821,1709402580,1511,252,24446,4,1,"3 марта, телец"
188817,1709398980,669,149,12058,4,1,"3 марта, близнецы"
188813,1709395380,410,54,10562,3,1,"3 марта, рак"
188810,1709391780,578,124,13027,0,1,"3 марта, лев"
188807,1709388180,362,105,14934,1,1,"3 марта, дева"
188805,1709384580,319,61,10195,2,1,"3 марта, скорпион"
188802,1709380980,570,131,13223,4,1,"3 марта, весы"
188797,1709377380,338,69,9521,1,1,"3 марта, стрелец"
188795,1709373780,424,100,10988,2,1,"3 марта, козерог"
188791,1709370180,178,47,10432,1,1,"3 марта, водолей"
188787,1709366580,706,146,15216,0,1,"3 марта, рыбы"
188763,1709319780,1409,192,28830,13,1,"2 марта, овен"
188730,1709316180,517,93,13948,4,1,"2 марта, телец"
188726,1709312580,312,111,11870,0,1,"2 марта, близнецы"
188717,1709308980,1328,260,27167,8,1,"2 марта, рак"
188715,1709305380,176,89,10520,1,1,"2 марта, лев"
188713,1709301780,356,114,10115,2,1,"2 марта, дева"
188701,1709298180,268,47,9567,1,1,"2 марта, весы"
188695,1709294580,470,116,12005,9,1,"2 марта, скорпион"
188690,1709290980,304,98,9727,0,1,"2 марта, стрелец"
188685,1709287380,848,215,15699,5,1,"2 марта, козерог"
188672,1709283780,287,103,9645,4,1,"2 марта, водолей"
188670,1709280180,2124,220,38229,18,1,"2 марта, рыбы"
188653,1709233380,4100,450,58470,18,1,"1 марта, овен"
188648,1709229780,2328,363,31212,3,1,"1 марта, телец"
188640,1709226180,573,151,13713,1,1,"1 марта, близнецы"
188637,1709222580,591,112,12930,4,1,"1 марта, рак"
188635,1709218980,392,158,12979,5,1,"1 марта, лев"
188633,1709215380,1181,204,25020,6,1,"1 марта, дева"
188630,1709211780,612,144,12293,2,1,"1 марта, весы"
188623,1709208180,392,108,11677,5,1,"1 марта, скорпион"
188620,1709204580,598,100,12773,4,1,"1 марта, стрелец"
188611,1709200980,391,89,12210,4,1,"1 марта, козерог"
188606,1709197380,671,212,18565,4,1,"1 марта, водолей"
188603,1709193780,358,107,10753,5,1,"1 марта, рыбы"
188549,1709146980,515,89,20470,1,1,"29 февраля, овен"
188545,1709143380,1606,253,28151,5,1,"29 февраля, телец"
188544,1709139780,412,60,10048,3,1,"29 февраля, близнецы"
188538,1709136180,1426,324,26556,5,1,"29 февраля, рак"
188536,1709132581,465,98,12089,1,1,"29 февраля, лев"
188533,1709128980,679,177,15970,1,1,"29 февраля, дева"
188530,1709125380,2278,329,43882,8,1,"29 февраля, весы"
188527,1709121780,541,205,19249,2,1,"29 февраля, скорпион"
188521,1709118180,352,89,9570,3,1,"29 февраля, стрелец"
188515,1709114580,349,93,11981,1,1,"29 февраля, козерог"
188514,1709110980,317,69,9126,2,1,"29 февраля, водолей"
188512,1709107380,1595,262,32003,0,1,"29 февраля, рыбы"
188487,1709060580,2420,243,40392,3,1,"28 февраля, овен"
188485,1709056980,1331,276,24706,3,1,"28 февраля, телец"
188482,1709053380,1422,244,26091,2,1,"28 февраля, близнецы"
188479,1709049780,404,113,13643,4,1,"28 февраля, рак"
188475,1709046180,293,66,11932,0,1,"28 февраля, лев"
188472,1709042580,725,136,14556,2,1,"28 февраля, дева"
188467,1709038980,662,254,15428,0,1,"28 февраля, весы"
188464,1709035380,421,116,10363,2,1,"28 февраля, скорпион"
188463,1709031780,286,62,9017,3,1,"28 февраля, стрелец"
188460,1709028180,25463,3558,323154,52,1,"28 февраля, козерог"
188457,1709024581,875,200,19559,2,1,"28 февраля, водолей"
188453,1709020980,257,65,9028,3,1,"28 февраля, рыбы"
188394,1708970580,2016,292,37138,6,1,"27 февраля, телец"
188390,1708966980,763,122,13602,8,1,"27 февраля, близнецы"
188380,1708963380,3372,525,44035,22,1,"27 февраля, овен"
188373,1708959780,468,113,10226,3,1,"27 февраля, рак"
188370,1708957980,408,77,10104,5,1,"27 февраля, лев"
188368,1708955820,377,63,9601,0,1,"27 февраля, дева"
188359,1708952293,342,71,7335,3,1,"27 февраля, весы"
188355,1708948980,425,90,11525,4,1,"27 февраля, скорпион"
